word,question_type,attempt,event_type,result,comment,question_data
ascertain,mc_definition,1,verify,PASS,,"{""word"": ""ascertain"", ""options"": [{""id"": ""A"", ""text"": ""to find out or determine with certainty""}, {""id"": ""B"", ""text"": ""to assume or guess""}, {""id"": ""C"", ""text"": ""to verify or confirm partially""}, {""id"": ""D"", ""text"": ""to investigate or research""}], ""question_text"": ""What does 'ascertain' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
arise,mc_word,1,verify,PASS,,"{""word"": ""arise"", ""options"": [{""id"": ""A"", ""text"": ""arise""}, {""id"": ""B"", ""text"": ""descend""}, {""id"": ""C"", ""text"": ""awaken""}, {""id"": ""D"", ""text"": ""sit""}], ""question_text"": ""Which word matches this definition: 'to get up or stand up'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
arbitrary,fill_blank,1,verify,PASS,,"{""word"": ""arbitrary"", ""options"": [{""id"": ""A"", ""text"": ""arbitrary""}, {""id"": ""B"", ""text"": ""systematic""}, {""id"": ""C"", ""text"": ""rational""}, {""id"": ""D"", ""text"": ""methodical""}], ""sentence"": ""The judge's decision to deny the permit was criticized as _____ and unfair."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La décision du juge de refuser le permis a été critiquée comme arbitraire et injuste.""}"
ancient,fill_blank,1,verify,PASS,,"{""word"": ""ancient"", ""options"": [{""id"": ""A"", ""text"": ""ancient""}, {""id"": ""B"", ""text"": ""modern""}, {""id"": ""C"", ""text"": ""contemporary""}, {""id"": ""D"", ""text"": ""new""}], ""sentence"": ""The ______ civilization left behind many ruins."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La civilisation ______ a laissé derrière elle de nombreuses ruines.""}"
amplify,mc_definition,1,verify,PASS,,"{""word"": ""amplify"", ""options"": [{""id"": ""A"", ""text"": ""to make something louder or more powerful""}, {""id"": ""B"", ""text"": ""to reduce or decrease the effect of something""}, {""id"": ""C"", ""text"": ""to explain or interpret something in detail""}, {""id"": ""D"", ""text"": ""to criticize or condemn something strongly""}], ""question_text"": ""What does 'amplify' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
awkward,mc_word,1,verify,PASS,,"{""word"": ""awkward"", ""options"": [{""id"": ""A"", ""text"": ""awkward""}, {""id"": ""B"", ""text"": ""clumsy""}, {""id"": ""C"", ""text"": ""cozy""}, {""id"": ""D"", ""text"": ""unsettling""}], ""question_text"": ""Which word matches this definition: 'Uncomfortable or difficult to deal with; causing feelings of embarrassment or unease.'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
award,fill_blank,1,verify,PASS,,"{""word"": ""award"", ""options"": [{""id"": ""A"", ""text"": ""award""}, {""id"": ""B"", ""text"": ""prize""}, {""id"": ""C"", ""text"": ""punish""}, {""id"": ""D"", ""text"": ""delay""}], ""sentence"": ""The committee will _____ the winner of the competition next week."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le comité décernera le prix au vainqueur du concours la semaine prochaine.""}"
autonomous,mc_word,1,verify,PASS,,"{""word"": ""autonomous"", ""options"": [{""id"": ""A"", ""text"": ""autonomous""}, {""id"": ""B"", ""text"": ""collaborative""}, {""id"": ""C"", ""text"": ""dependent""}, {""id"": ""D"", ""text"": ""self-sufficient""}], ""question_text"": ""Which word matches this definition: 'existing or acting independently'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
ascertain,mc_word,1,verify,PASS,,"{""word"": ""ascertain"", ""options"": [{""id"": ""A"", ""text"": ""ascertain""}, {""id"": ""B"", ""text"": ""speculate""}, {""id"": ""C"", ""text"": ""verify""}, {""id"": ""D"", ""text"": ""assume""}], ""question_text"": ""Which word matches this definition: 'to find out or determine with certainty'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
animate,mc_definition,1,verify,FAIL,[major] The marked correct answer is overly broad and could lead to confusion.; Option A includes two definitions which may imply multiple correct answers.,"{""word"": ""animate"", ""options"": [{""id"": ""A"", ""text"": ""to give life or motion to; or having life or motion""}, {""id"": ""B"", ""text"": ""to make something inactive or lifeless""}, {""id"": ""C"", ""text"": ""relating to or characteristic of inanimate objects""}, {""id"": ""D"", ""text"": ""the study of living organisms and their interactions""}], ""question_text"": ""What does 'animate' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
animate,mc_definition,1,regenerate,SUCCESS,Question regenerated (issues history: 1),"{""question_text"": ""What does 'animate' mean?"", ""options"": [{""id"": ""A"", ""text"": ""to give life or motion to something""}, {""id"": ""B"", ""text"": ""to make something inactive or lifeless""}, {""id"": ""C"", ""text"": ""to create a static image or object""}, {""id"": ""D"", ""text"": ""to study the behavior of non-living things""}], ""correct_answer"": ""A"", ""question_type"": ""mc_definition"", ""word"": ""animate""}"
animate,mc_definition,2,verify,PASS,,"{""question_text"": ""What does 'animate' mean?"", ""options"": [{""id"": ""A"", ""text"": ""to give life or motion to something""}, {""id"": ""B"", ""text"": ""to make something inactive or lifeless""}, {""id"": ""C"", ""text"": ""to create a static image or object""}, {""id"": ""D"", ""text"": ""to study the behavior of non-living things""}], ""correct_answer"": ""A"", ""question_type"": ""mc_definition"", ""word"": ""animate""}"
ancient,mc_definition,1,verify,PASS,,"{""word"": ""ancient"", ""options"": [{""id"": ""A"", ""text"": ""very old; from a distant past""}, {""id"": ""B"", ""text"": ""recently created or developed""}, {""id"": ""C"", ""text"": ""of great importance or value""}, {""id"": ""D"", ""text"": ""from a specific cultural tradition""}], ""question_text"": ""What does 'ancient' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
admire,mc_definition,1,verify,PASS,,"{""word"": ""admire"", ""options"": [{""id"": ""A"", ""text"": ""to feel great respect and admiration for something or someone""}, {""id"": ""B"", ""text"": ""to criticize or disapprove of something or someone strongly""}, {""id"": ""C"", ""text"": ""to feel a strong dislike or indifference towards something or someone""}, {""id"": ""D"", ""text"": ""to imitate or copy the actions of someone or something""}], ""question_text"": ""What does 'admire' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
articulate,mc_word,1,verify,PASS,,"{""word"": ""articulate"", ""options"": [{""id"": ""A"", ""text"": ""articulate""}, {""id"": ""B"", ""text"": ""enumerate""}, {""id"": ""C"", ""text"": ""eloquent""}, {""id"": ""D"", ""text"": ""murmur""}], ""question_text"": ""Which word matches this definition: 'To speak or express words clearly and effectively'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
architecture,fill_blank,1,verify,PASS,,"{""word"": ""architecture"", ""options"": [{""id"": ""A"", ""text"": ""architecture""}, {""id"": ""B"", ""text"": ""landscape""}, {""id"": ""C"", ""text"": ""interior design""}, {""id"": ""D"", ""text"": ""urban planning""}], ""sentence"": ""The university's new campus was renowned for its innovative _____, which included sustainable buildings and green spaces."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le nouveau campus de l'université était réputé pour son ____ innovant, qui comprenait des bâtiments durables et des espaces verts.""}"
analyze,mc_definition,1,verify,PASS,,"{""word"": ""analyze"", ""options"": [{""id"": ""A"", ""text"": ""to examine and interpret the meaning or nature of something""}, {""id"": ""B"", ""text"": ""to create a plan or proposal for something""}, {""id"": ""C"", ""text"": ""to compare and contrast different things""}, {""id"": ""D"", ""text"": ""to summarize or describe something briefly""}], ""question_text"": ""What does 'analyze' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
unforgettable,mc_word,1,verify,PASS,,"{""word"": ""unforgettable"", ""options"": [{""id"": ""A"", ""text"": ""unforgettable""}, {""id"": ""B"", ""text"": ""unremarkable""}, {""id"": ""C"", ""text"": ""memorable""}, {""id"": ""D"", ""text"": ""forgettable""}], ""question_text"": ""Which word matches this definition: 'Impossible to forget; leaving a lasting memory'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
author,mc_definition,1,verify,PASS,,"{""word"": ""author"", ""options"": [{""id"": ""A"", ""text"": ""a person who writes a book, article, or other written content""}, {""id"": ""B"", ""text"": ""a person who publishes a book, article, or other written content""}, {""id"": ""C"", ""text"": ""a person who reads a book, article, or other written content""}, {""id"": ""D"", ""text"": ""a person who edits a book, article, or other written content""}], ""question_text"": ""What does 'author' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
augment,fill_blank,1,verify,PASS,,"{""word"": ""augment"", ""options"": [{""id"": ""A"", ""text"": ""augment""}, {""id"": ""B"", ""text"": ""diminish""}, {""id"": ""C"", ""text"": ""stabilize""}, {""id"": ""D"", ""text"": ""terminate""}], ""sentence"": ""The company plans to ____ its product line with new features."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""L'entreprise prévoit d'augmenter sa gamme de produits avec de nouvelles fonctionnalités.""}"
audible,mc_word,1,verify,PASS,,"{""word"": ""audible"", ""options"": [{""id"": ""A"", ""text"": ""audible""}, {""id"": ""B"", ""text"": ""inaudible""}, {""id"": ""C"", ""text"": ""visible""}, {""id"": ""D"", ""text"": ""vociferous""}], ""question_text"": ""Which word matches this definition: 'Able to be heard; loud enough to be heard'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
audible,fill_blank,1,verify,PASS,,"{""word"": ""audible"", ""options"": [{""id"": ""A"", ""text"": ""audible""}, {""id"": ""B"", ""text"": ""visible""}, {""id"": ""C"", ""text"": ""tangible""}, {""id"": ""D"", ""text"": ""olfactory""}], ""sentence"": ""The sound of the piano was _____ from the next room."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le son du piano était audible depuis la pièce suivante.""}"
assume,mc_word,1,verify,PASS,,"{""word"": ""assume"", ""options"": [{""id"": ""A"", ""text"": ""assume""}, {""id"": ""B"", ""text"": ""conclude""}, {""id"": ""C"", ""text"": ""investigate""}, {""id"": ""D"", ""text"": ""presume""}], ""question_text"": ""Which word matches this definition: 'to take something for granted or believe something to be true without proof'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
assume,mc_definition,1,verify,PASS,,"{""word"": ""assume"", ""options"": [{""id"": ""A"", ""text"": ""to take something for granted without proof or to take on a role or responsibility""}, {""id"": ""B"", ""text"": ""to prove or demonstrate something""}, {""id"": ""C"", ""text"": ""to consider or regard something as unimportant""}, {""id"": ""D"", ""text"": ""to investigate or research something thoroughly""}], ""question_text"": ""What does 'assume' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
arbitrary,mc_word,1,verify,PASS,,"{""word"": ""arbitrary"", ""options"": [{""id"": ""A"", ""text"": ""arbitrary""}, {""id"": ""B"", ""text"": ""systematic""}, {""id"": ""C"", ""text"": ""capricious""}, {""id"": ""D"", ""text"": ""methodical""}], ""question_text"": ""Which word matches this definition: 'Based on chance or whim, rather than reason or system'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
arbitrary,mc_definition,1,verify,PASS,,"{""word"": ""arbitrary"", ""options"": [{""id"": ""A"", ""text"": ""Based on chance, whim, or personal preference rather than reason or system""}, {""id"": ""B"", ""text"": ""Following a strict set of rules or guidelines""}, {""id"": ""C"", ""text"": ""Completely random and unpredictable""}, {""id"": ""D"", ""text"": ""Fair and unbiased""}], ""question_text"": ""What does 'arbitrary' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
anticipate,fill_blank,1,verify,FAIL,"[major] The correct answer 'anticipate' does not fit the context of the sentence.; The sentence implies a sense of loss or fleeting beauty, which 'anticipate' does not convey.","{""word"": ""anticipate"", ""options"": [{""id"": ""A"", ""text"": ""anticipate""}, {""id"": ""B"", ""text"": ""avoid""}, {""id"": ""C"", ""text"": ""delay""}, {""id"": ""D"", ""text"": ""ignore""}], ""sentence"": ""The beauty of cherry blossoms is something we __________, lasting only a few weeks."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La beauté des fleurs de cerisier est quelque chose que nous anticipons, durant seulement quelques semaines.""}"
anticipate,fill_blank,1,regenerate,SUCCESS,Question regenerated (issues history: 1),"{""sentence"": ""The beauty of cherry blossoms is something we __________, knowing it will be gone soon."", ""question_text"": ""Fill in the blank:"", ""options"": [{""id"": ""A"", ""text"": ""anticipate""}, {""id"": ""B"", ""text"": ""celebrate""}, {""id"": ""C"", ""text"": ""prolong""}, {""id"": ""D"", ""text"": ""overlook""}], ""correct_answer"": ""A"", ""question_type"": ""fill_blank"", ""word"": ""anticipate""}"
anticipate,fill_blank,2,verify,PASS,,"{""sentence"": ""The beauty of cherry blossoms is something we __________, knowing it will be gone soon."", ""question_text"": ""Fill in the blank:"", ""options"": [{""id"": ""A"", ""text"": ""anticipate""}, {""id"": ""B"", ""text"": ""celebrate""}, {""id"": ""C"", ""text"": ""prolong""}, {""id"": ""D"", ""text"": ""overlook""}], ""correct_answer"": ""A"", ""question_type"": ""fill_blank"", ""word"": ""anticipate""}"
amplify,fill_blank,1,verify,PASS,,"{""word"": ""amplify"", ""options"": [{""id"": ""A"", ""text"": ""amplify""}, {""id"": ""B"", ""text"": ""reduce""}, {""id"": ""C"", ""text"": ""diminish""}, {""id"": ""D"", ""text"": ""suppress""}], ""sentence"": ""The new speaker system will ________ the sound of the music at the festival."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le nouveau système de haut-parleurs va amplifier le son de la musique au festival.""}"
admire,fill_blank,1,verify,PASS,,"{""word"": ""admire"", ""options"": [{""id"": ""A"", ""text"": ""admire""}, {""id"": ""B"", ""text"": ""imitate""}, {""id"": ""C"", ""text"": ""criticize""}, {""id"": ""D"", ""text"": ""ignore""}], ""sentence"": ""The tourists can't help but _____ the ancient architecture of the city."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Les touristes ne peuvent pas s'empêcher d'admirer l'architecture ancienne de la ville.""}"
attend,mc_definition,1,verify,PASS,,"{""word"": ""attend"", ""options"": [{""id"": ""A"", ""text"": ""To be present at an event or meeting.""}, {""id"": ""B"", ""text"": ""To participate actively in an event or discussion.""}, {""id"": ""C"", ""text"": ""To send someone or something in one's place.""}, {""id"": ""D"", ""text"": ""To avoid or skip an event or meeting.""}], ""question_text"": ""What does 'attend' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
associate,fill_blank,1,verify,FAIL,[major] The marked correct answer is not correct for this word.; There are multiple correct answers among the options.,"{""word"": ""associate"", ""options"": [{""id"": ""A"", ""text"": ""associate""}, {""id"": ""B"", ""text"": ""coordinate""}, {""id"": ""C"", ""text"": ""duplicate""}, {""id"": ""D"", ""text"": ""terminate""}], ""sentence"": ""The professor is a senior lecturer and ______ at the university."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Le professeur est un conférencier principal et associé à l'université.""}"
associate,fill_blank,1,regenerate,SUCCESS,Question regenerated (issues history: 1),"{""sentence"": ""The professor will ______ with other researchers on the project."", ""question_text"": ""Fill in the blank:"", ""options"": [{""id"": ""A"", ""text"": ""associate""}, {""id"": ""B"", ""text"": ""isolate""}, {""id"": ""C"", ""text"": ""disband""}, {""id"": ""D"", ""text"": ""ignore""}], ""correct_answer"": ""A"", ""question_type"": ""fill_blank"", ""word"": ""associate""}"
associate,fill_blank,2,verify,PASS,,"{""sentence"": ""The professor will ______ with other researchers on the project."", ""question_text"": ""Fill in the blank:"", ""options"": [{""id"": ""A"", ""text"": ""associate""}, {""id"": ""B"", ""text"": ""isolate""}, {""id"": ""C"", ""text"": ""disband""}, {""id"": ""D"", ""text"": ""ignore""}], ""correct_answer"": ""A"", ""question_type"": ""fill_blank"", ""word"": ""associate""}"
adolescent,fill_blank,1,verify,PASS,,"{""word"": ""adolescent"", ""options"": [{""id"": ""A"", ""text"": ""adolescent""}, {""id"": ""B"", ""text"": ""infantile""}, {""id"": ""C"", ""text"": ""geriatric""}, {""id"": ""D"", ""text"": ""prenatal""}], ""sentence"": ""The ______ years are a time of significant physical and emotional change."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""Les années ______ sont une période de changements physiques et émotionnels importants.""}"
author,fill_blank,1,verify,PASS,,"{""word"": ""author"", ""options"": [{""id"": ""A"", ""text"": ""author""}, {""id"": ""B"", ""text"": ""publisher""}, {""id"": ""C"", ""text"": ""reader""}, {""id"": ""D"", ""text"": ""illustrator""}], ""sentence"": ""The ____ of the novel won a prestigious award for her work."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""L'auteure du roman a remporté un prix prestigieux pour son travail.""}"
audible,mc_definition,1,verify,PASS,,"{""word"": ""audible"", ""options"": [{""id"": ""A"", ""text"": ""Able to be heard; loud enough to be heard""}, {""id"": ""B"", ""text"": ""Visible or able to be seen""}, {""id"": ""C"", ""text"": ""Difficult to understand; hard to interpret""}, {""id"": ""D"", ""text"": ""Related to the sense of smell; fragrant""}], ""question_text"": ""What does 'audible' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
arise,mc_definition,1,verify,PASS,,"{""word"": ""arise"", ""options"": [{""id"": ""A"", ""text"": ""to get up or become apparent""}, {""id"": ""B"", ""text"": ""to sit down or become clear""}, {""id"": ""C"", ""text"": ""to lie down or disappear""}, {""id"": ""D"", ""text"": ""to remain still or stay hidden""}], ""question_text"": ""What does 'arise' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
unforgettable,fill_blank,1,verify,FAIL,[major] The marked correct answer is not correct for the context of the sentence.; The word 'unforgettable' does not fit naturally in the sentence.,"{""word"": ""unforgettable"", ""options"": [{""id"": ""A"", ""text"": ""unforgettable""}, {""id"": ""B"", ""text"": ""forgettable""}, {""id"": ""C"", ""text"": ""unusual""}, {""id"": ""D"", ""text"": ""temporary""}], ""sentence"": ""The beauty of cherry blossoms is _____, lasting only a few weeks."", ""question_text"": ""Fill in the blank:"", ""question_type"": ""fill_blank"", ""correct_answer"": ""A"", ""sentence_translation"": ""La beauté des fleurs de cerisier est inoubliable, ne durant que quelques semaines.""}"
unforgettable,fill_blank,1,regenerate,SUCCESS,Question regenerated (issues history: 1),"{""sentence"": ""The experience was so _____ that I will remember it for the rest of my life."", ""question_text"": ""Fill in the blank:"", ""options"": [{""id"": ""A"", ""text"": ""unforgettable""}, {""id"": ""B"", ""text"": ""forgettable""}, {""id"": ""C"", ""text"": ""ordinary""}, {""id"": ""D"", ""text"": ""temporary""}], ""correct_answer"": ""A"", ""question_type"": ""fill_blank"", ""word"": ""unforgettable""}"
unforgettable,fill_blank,2,verify,PASS,,"{""sentence"": ""The experience was so _____ that I will remember it for the rest of my life."", ""question_text"": ""Fill in the blank:"", ""options"": [{""id"": ""A"", ""text"": ""unforgettable""}, {""id"": ""B"", ""text"": ""forgettable""}, {""id"": ""C"", ""text"": ""ordinary""}, {""id"": ""D"", ""text"": ""temporary""}], ""correct_answer"": ""A"", ""question_type"": ""fill_blank"", ""word"": ""unforgettable""}"
anticipate,mc_definition,1,verify,PASS,,"{""word"": ""anticipate"", ""options"": [{""id"": ""A"", ""text"": ""to look forward to or expect something""}, {""id"": ""B"", ""text"": ""to look back on or recall something""}, {""id"": ""C"", ""text"": ""to take action without thinking""}, {""id"": ""D"", ""text"": ""to ignore or overlook something""}], ""question_text"": ""What does 'anticipate' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
augment,mc_definition,1,verify,PASS,,"{""word"": ""augment"", ""options"": [{""id"": ""A"", ""text"": ""to increase or enlarge something""}, {""id"": ""B"", ""text"": ""to reduce or decrease something""}, {""id"": ""C"", ""text"": ""to change or modify something""}, {""id"": ""D"", ""text"": ""to maintain or preserve something""}], ""question_text"": ""What does 'augment' mean?"", ""question_type"": ""mc_definition"", ""correct_answer"": ""A""}"
anticipate,mc_word,1,verify,PASS,,"{""word"": ""anticipate"", ""options"": [{""id"": ""A"", ""text"": ""anticipate""}, {""id"": ""B"", ""text"": ""apprehend""}, {""id"": ""C"", ""text"": ""speculate""}, {""id"": ""D"", ""text"": ""reflect""}], ""question_text"": ""Which word matches this definition: 'to look forward to or expect something'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
admire,mc_word,1,verify,PASS,,"{""word"": ""admire"", ""options"": [{""id"": ""A"", ""text"": ""admire""}, {""id"": ""B"", ""text"": ""criticize""}, {""id"": ""C"", ""text"": ""envy""}, {""id"": ""D"", ""text"": ""appreciate""}], ""question_text"": ""Which word matches this definition: 'to feel great respect and admiration for something or someone'?"", ""question_type"": ""mc_word"", ""correct_answer"": ""A""}"
